PROJECT_TYPE,APN,NAMEADDR,Alias,BESTSTAT,BESTDATE,Entitlement,PLN_CASENO,BP_APPLNO,PROPUSE,PLN_DESC,BP_DESC,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,TOTAL_GSF,NET_GSF,CIE,NET_CIE,MED,NET_MED,MIPS,NET_MIPS,PDR,NET_PDR,RET,NET_RET,VISIT,NET_VISIT,FILEDATE,PLANNER,APPLICANT,CONTACT,CONTACTPH,SOURCE,Supe_District,PLAN_AREA,PLAN_DISTRICT,NEIGHBORHOOD,ZONING_SIM,ZONING_DISTRICT,HEIGHT_DISTRICT,Location
Resident,APN 5943008,262 MADISON ST,,CONSTRUCTION,2014-01-08T00:00:00,-1,2008.1203,200711077585,1 FAMILY DWELLING,,BLDG 1 - CONSTRUCT 3 STORY SINGLE FAMILY DWELLING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-11-07T00:00:00,,,,,PERMIT TRACKING,D9,,South Central,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7257224458', 'longitude': '-122.422803574', 'needs_recoding': False}"
Resident,APN 2416002H,422 VICENTE ST,,CONSTRUCTION,2014-04-24T00:00:00,-1,2007.0037,200609132176,1 FAMILY DWELLING,,"1-UNIT LEGALIZATION PER ORDINANCE 43-14. 3-BEDROOM, 1-BATHROOM, 1-FAMILY PER PA #200303119402. LEGALIZE (N) KITCHEN.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006-09-13T00:00:00,,,,,PERMIT TRACKING,D7,,Inner Sunset,Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.739741051', 'longitude': '-122.471586802', 'needs_recoding': False}"
Resident,APN 7119027,122 ARCH ST,,BP FILED,2013-09-23T00:00:00,0,,201309237536,1 FAMILY DWELLING,,ERECT TWO STORY SINGLE FAMILY DWELLING.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D11,,Ingleside,Ocean View,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7129377237', 'longitude': '-122.46687711', 'needs_recoding': False}"
Resident,APN 5320015,1893 OAKDALE AV,,BP FILED,2013-07-22T00:00:00,0,,201307222452,1 FAMILY DWELLING,,"TO ERECT 4 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7374766124', 'longitude': '-122.395926482', 'needs_recoding': False}"
Resident,APN 3749184,75 LANSING ST,,PL APPROVED,2014-03-12T00:00:00,-1,2013.0981,,,Variance request to the open space requirement of P.C. Sec. 827.49 to permit the conversion of 1 of 3 commercial units to a residential unit (1 br).,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-07-25T00:00:00,BFU,Larry & Janie Tarter,Larry & Janie Tarter,650-455-1668,CASE TRACKING,D6,Rincon Hill,South of Market,South of Market,RH DTR,RINCON HILL DOWNTOWN RESIDENTIAL,65-X,"{'latitude': '37.7857262336', 'longitude': '-122.394180095', 'needs_recoding': False}"
Resident,APN 1269087,281 FREDERICK ST,,BP FILED,2014-02-21T00:00:00,0,,201402219049,2 FAMILY DWELLING,,TO COMPLY WITH NOV# 201451101. CONVERSION OF PART OF BASEMENT INTO A SEPARATE UNIT & KITCHEN ADDITIO,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D5,,Buena Vista,Haight Ashbury,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,"{'latitude': '37.7668015716', 'longitude': '-122.44771329', 'needs_recoding': False}"
Resident,APN 5859040,230 SWEENY ST,,CONSTRUCTION,2014-12-22T00:00:00,-1,2010.0249,200903254880,1 FAMILY DWELLING,,"BLDG.#2: ERECT A 3 STORIES, SINGLE FAMILY DWELLING",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-03-25T00:00:00,,,,,PERMIT TRACKING,D9,,South Central,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7324923497', 'longitude': '-122.410120859', 'needs_recoding': False}"
Resident,APN 5949008,54 NAPLES ST,,BP ISSUED,2015-03-26T00:00:00,-1,,201407252175,2 FAMILY DWELLING,,UNIT LEGALIZATION PER ORDINANCE 43-14. COMPLY WITH NOV 201467981. REBUILD IN KIND REAR DECK WITH PRE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D11,,South Central,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7279420236', 'longitude': '-122.426186', 'needs_recoding': False}"
Resident,APN 1677004,827 34TH AV,,BP FILED,2014-09-09T00:00:00,0,,201409095796,2 FAMILY DWELLING,,1ST FLOOR: CONVERT PORTION OF THE 1ST FLLOR TO A DWELLING UNIT# 1 INCLUDING HORIZONTAL ADDITION @ TH,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D1,,Richmond,Outer Richmond,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7734295759', 'longitude': '-122.49425629', 'needs_recoding': False}"
Resident,APN 6604038,647 DUNCAN ST,,BP FILED,2014-07-18T00:00:00,0,,201407181635,1 FAMILY DWELLING,,"ERECT 3 STORIES , ONE SINGLE FAMILY.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D8,,Central,Noe Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7454018979', 'longitude': '-122.434331477', 'needs_recoding': False}"
Resident,APN 4275001A,1318 HAMPSHIRE ST,,BP APPROVED,2015-01-12T00:00:00,-1,,201407312605,2 FAMILY DWELLING,,"REMODEL INTERIOR OF (E) RESIDENTIAL BUILDING, INCLUDING KITCHENS & BATHS. ADD (1) RESIDENTIAL UNIT W",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D9,Mission (EN),Mission,Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7509966058', 'longitude': '-122.407343782', 'needs_recoding': False}"
Resident,APN 4991264,88 LE CONTE CR,,BP FILED,2014-08-01T00:00:00,0,,201408012759,2 FAMILY DWELLING,,"REMODEL GROUND FLOOR, BUILD OUT REAR OF GROUND FLOOR TO A MULTI-UNIT ROOM/STUDIO WITH BATHROOM & 2ND",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7178867124', 'longitude': '-122.394730269', 'needs_recoding': False}"
Resident,APN 5428D037,108 ORSI CR,,BP FILED,2014-07-23T00:00:00,0,,201407231943,2 FAMILY DWELLING,,"LEGALIZEING PERVIOUS BUILT W/O PERMIT. CONVERT PATIO GARAGE TO 2ND UNIT. 1 BEDROOM, 1 BATH & KITCHEN",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",65-J,"{'latitude': '37.7282105042', 'longitude': '-122.398218427', 'needs_recoding': False}"
Resident,APN 1648012,763 05TH AV,,BP FILED,2014-09-02T00:00:00,0,,201409025180,APARTMENTS,,HORIZONTAL & VERTICAL ADDITION TO REAR OF (E) 3 STORY 2 UNIT BUILDING TO PROVIDE NEW 3RD UNIT. ADDIT,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D1,,Richmond,Inner Richmond,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,"{'latitude': '37.7744101074', 'longitude': '-122.463060765', 'needs_recoding': False}"
Resident,APN 1567032,3339 ANZA ST,,BP FILED,2014-07-21T00:00:00,0,,201407211747,2 FAMILY DWELLING,,UNIT LEGALIZATION ORDINANCE 43-14. LEGALIZE (E) IN-LAW DWELLING UNIT AT GROUND FLOOR INCLUDE 1 BEDRO,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D1,,Richmond,Outer Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,"{'latitude': '37.7779327724', 'longitude': '-122.484241447', 'needs_recoding': False}"
Resident,APN 6992012,547 VICTORIA ST,,BP FILED,2014-07-17T00:00:00,0,,201407171519,2 FAMILY DWELLING,,"UNIT LEGALIZATION ORDINANCE# 4314. LEGALIZE GROUND FLOOR UNIT TO INCLUDE 2 BEDROOMS, 1 FULL BATH, 1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D11,,Ingleside,Ocean View,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7205552525', 'longitude': '-122.465643357', 'needs_recoding': False}"
Resident,APN 0845027,969 OAK ST,,BP FILED,2014-08-22T00:00:00,0,2014.1188,201408224556,APARTMENTS,"Add one dwelling unit to existing 2-unit building; raise building 36""; replace foundation; replace front steps; reconfigure existing garage entry; horizontal rear addition at all three stories.",RAISE HOUSE TO INCREASE CEILING HEIGHT OF (E) GARAGE LEVEL. (N) DWELLING UNIT @ 1ST STORY W/ (N) KIT,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-07-31T00:00:00,,Troy Kashnipour,Troy Kashnipour,415.431.0869,CASE TRACKING,D5,,Buena Vista,Western Addition,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,"{'latitude': '37.7731313767', 'longitude': '-122.435173811', 'needs_recoding': False}"
Resident,APN 1840002,1419 FUNSTON AV,,BP FILED,2014-07-01T00:00:00,0,,201407010196,2 FAMILY DWELLING,,REMODEL 2ND LEVEL & ADD 2ND UNIT ON 3RD FLOOR INCLUDING KITCHEN AND BATHROOM.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D7,,Inner Sunset,Inner Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7615543678', 'longitude': '-122.470764785', 'needs_recoding': False}"
Resident,APN 6075001B,824 BRAZIL AV,,BP ISSUED,2015-04-17T00:00:00,-1,,201408063205,2 FAMILY DWELLING,,"COVERT (E) STORAGE ROOM TO BE FAMILY ROOM, BED ROOM WITH FULL BATH & KITCHEN AT GROUND FLOOR. REMODE",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D11,,South Central,Excelsior,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7212767877', 'longitude': '-122.428107783', 'needs_recoding': False}"
Resident,APN 6080027,379 LISBON ST,,BP ISSUED,2015-02-27T00:00:00,-1,,201408194209,2 FAMILY DWELLING,,REVISE APP#201406198871 TO LEGALIZE DWELLING UNIT INSTALLED WITHOUT PERMIT UNDER ORDINANCE NO 43-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D11,,South Central,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7222153107', 'longitude': '-122.433100479', 'needs_recoding': False}"
Resident,APN 6466015,167 ALLISON ST,,BP ISSUED,2014-12-22T00:00:00,-1,,201407070555,2 FAMILY DWELLING,,"LEGALIZE IN-LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14. TO COMPLY W/DBI NOV#20147591.
",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D11,,South Central,Crocker Amazon,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7129197804', 'longitude': '-122.441488089', 'needs_recoding': False}"
Resident,APN 2691019,72 CASELLI AV,,CONSTRUCTION,2015-07-09T00:00:00,-1,,201407141153,APARTMENTS,,CONVERT ILLEGAL DWELLING UNIT TO LEGAL UNIT PER ORDINANCE NO. 43-14. REVISION TO PA#201305308235. CO,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D8,,Central,Castro/Upper Market,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7599367448', 'longitude': '-122.440977552', 'needs_recoding': False}"
Resident,APN 7173011,60 SANTA BARBARA AV,,BP ISSUED,2015-05-04T00:00:00,-1,2014.1477,201404173481,1 FAMILY DWELLING,Construct three-story single-family residence on vacant lot.,"ERECT 3-STORY, TYPE 5, NO BASEMENT, SINGLE FAMILY DWELLING UNIT BLDG.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-28T00:00:00,,,,,PERMIT TRACKING,D11,,South Central,Ocean View,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7083664774', 'longitude': '-122.465158536', 'needs_recoding': False}"
Resident,APN 6553024,1267 NOE ST,,BP ISSUED,2015-05-13T00:00:00,-1,,201408295126,2 FAMILY DWELLING,,"VERTICAL ADDITION OF NEW 3RD FL TO INCLUDE INTERIOR STAIR, 2 BEDRMS & 2 BATHRMS.(N) RAILING & FIRE W",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D8,,Central,Noe Valley,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,"{'latitude': '37.7487370866', 'longitude': '-122.431327426', 'needs_recoding': False}"
Resident,APN 6597037,55 DUNCAN ST,,BP ISSUED,2015-07-29T00:00:00,-1,,201407111091,APARTMENTS,,"LEGALIZATION OF DWELLING UNITS, INSTALL ONE GAS RANGE, UNIT LEGALIZATION PER ORDINANCE 43-14.",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D8,,Bernal Heights,Bernal Heights,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7462205835', 'longitude': '-122.421333537', 'needs_recoding': False}"
Resident,APN 6946019,76 BRUCE AV,,BP FILED,2014-09-26T00:00:00,0,,201409267378,2 FAMILY DWELLING,,"THREE STORY REAR ADDITION FOR NEW MASTER BEDROOM, BEDROOM FAMLY,BATHROOM,TWO STORY FRONT ADDITION FO",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D11,,Ingleside,Ocean View,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7223601284', 'longitude': '-122.452523726', 'needs_recoding': False}"
Resident,APN 1561038A,500 19TH AV,,BP FILED,2014-09-05T00:00:00,0,,201409055540,APARTMENTS,,"LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT PERMIT. LEGALIZE EXISTING KITCHEN, BATH ROOM & 2 BED",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D1,,Richmond,Inner Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,"{'latitude': '37.7782602201', 'longitude': '-122.477972995', 'needs_recoding': False}"
Resident,APN 2058009J,1822 22ND AV,,BP FILED,2014-09-30T00:00:00,0,,201409307715,2 FAMILY DWELLING,,"FOR LEGALIZATION. INSTALL NEW KITCHEN CABINET, COUNTER TOP, SINK, FAUCET ELECTRIC COOK TOP, STOVE HO",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7536270279', 'longitude': '-122.479325324', 'needs_recoding': False}"
Resident,APN 3116023,300 FOERSTER ST,,BP FILED,2014-09-26T00:00:00,0,,201409267403,2 FAMILY DWELLING,,LEGALIZATION OF 2 UNIT . ORDINANCE 43-14.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D7,,Ingleside,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7308217345', 'longitude': '-122.44858558', 'needs_recoding': False}"
Resident,APN 2451002D,2695 45TH AV,,CONSTRUCTION,2015-07-23T00:00:00,-1,,201408284951,2 FAMILY DWELLING,,"ONE UNIT LEGALIZATION PER ORDINANCE 43-14. THREE BEDROOM, ONE BATHROOM, ONE FAMILY PER PA #200303119",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7363622411', 'longitude': '-122.503452354', 'needs_recoding': False}"
Resident,APN 2381027A,2474 45TH AV,,CONSTRUCTION,2015-07-23T00:00:00,-1,,201408284948,2 FAMILY DWELLING,,"ONE UNIT LEGALIZATION PER ORDINANCE 43-14. TWO BEDROOM, ONE BATHROOM, ONE FAMILY PER PA #20121113407",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7404600102', 'longitude': '-122.503124991', 'needs_recoding': False}"
Resident,APN 2360006,2355 31ST AV,,BP ISSUED,2015-01-27T00:00:00,-1,,201408063186,2 FAMILY DWELLING,,"LEGALIZE DWELLING UNIT W/ 2 (E) BEDROOMS, (E) FAMILY ROOM, (E) BATHROOM & (E) KITCHEN ON 1ST FLOOR,",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7432996719', 'longitude': '-122.488934416', 'needs_recoding': False}"
Resident,APN 2162031,2050 43RD AV,,BP FILED,2014-08-29T00:00:00,0,,201408295044,2 FAMILY DWELLING,,CONVERT (E) PLAYROOM TO NEW KITCHEN. TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-14.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7484223378', 'longitude': '-122.501531966', 'needs_recoding': False}"
Resident,APN 3146021,331 CAPISTRANO AV,,BP FILED,2014-08-06T00:00:00,0,,201408063132,2 FAMILY DWELLING,,LEGALIZE DWELLING UNIT WITHOUT PERMIT PER ORDINANCE NO 43-14. CONVERT LAUNDRY ROOM TO KITCHEN. (N) 1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D11,,South Central,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7261747441', 'longitude': '-122.438058257', 'needs_recoding': False}"
Resident,APN 1168025,2486 FULTON ST,,BP ISSUED,2015-07-08T00:00:00,-1,,201404234011,APARTMENTS,,"RENOVATION TO AN (E) 3 STORY BUILDING. TWO FAMILY RESIDENTIAL BLDG CONVERTING TO A FOUR STORY, 3 FAM",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D1,,Richmond,Inner Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,"{'latitude': '37.7745607817', 'longitude': '-122.458019252', 'needs_recoding': False}"
Resident,APN 2129001C,2014 10TH AV,,BP APPROVED,2015-04-07T00:00:00,-1,,201407292392,2 FAMILY DWELLING,,CONVERT (E) MASTER BEDROOM TO NEW KITCHEN. TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D7,,Inner Sunset,West of Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7506008117', 'longitude': '-122.466180664', 'needs_recoding': False}"
Resident,APN 1774006,1321 19TH AV,,BP FILED,2014-09-18T00:00:00,0,,201409186681,2 FAMILY DWELLING,,REPAIR RELOCATE (E) LAUNDRY FIXTURES TO GARAGE. CONVERT (E) LAUNDRY TO KITCHEN AND CONVERT G/F TO LE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7630610704', 'longitude': '-122.477465988', 'needs_recoding': False}"
Resident,APN 2117001,1901 17TH AV,,BP ISSUED,2015-04-17T00:00:00,-1,,201409116103,2 FAMILY DWELLING,,TO LEGALIZE IN LAW UNIT. CHANGE FROM 1 UNIT DWELLING TO 2 UNITS CHANGE IN LAW BEDROOM WINDOWS FROM 3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D7,,Inner Sunset,Inner Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7523053796', 'longitude': '-122.474509811', 'needs_recoding': False}"
Resident,APN 6525001A,1 HORACE ST,,BP FILED,2014-09-24T00:00:00,0,2014.1301,201409247165,1 FAMILY DWELLING,Variance request to the rear yard requirement to permit the new construction of an additional dwelling unit.,CONSTRUCT (N) 3-STORY SINGLE FAMILY RESIDENCE.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-22T00:00:00,,Chris Giouzelis,Yakuh Askew,415-920-1839,CASE TRACKING,D9,Mission (EN),Mission,Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7507228458', 'longitude': '-122.414397952', 'needs_recoding': False}"
Resident,APN 3202032,1911 SAN JOSE AV,,BP FILED,2014-07-24T00:00:00,0,,201407242031,2 FAMILY DWELLING,,LEGALIZATION IN- LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D11,,South Central,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7265097605', 'longitude': '-122.441360083', 'needs_recoding': False}"
Resident,APN 2016016,1763 33RD AV,,BP ISSUED,2015-04-22T00:00:00,-1,,201409237096,2 FAMILY DWELLING,,"TO LEGALIZE (E) UNAUTHORIZED ""IN-LAW"" DWELLING UNIT @ BASEMENT. PROVIDE (N) STAIR @ DECK @ REAR YARD",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7542694773', 'longitude': '-122.491853436', 'needs_recoding': False}"
Resident,APN 2014004F,1758 36TH AV,,BP FILED,2014-08-14T00:00:00,0,,201408143818,2 FAMILY DWELLING,,"LEGALIZATION EXISTING UNAUTHORIZED  ""IN-LAW"" DWELLING UNIT @ GROUND FLOOR.",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7542143399', 'longitude': '-122.494416243', 'needs_recoding': False}"
Resident,APN 5991004,308 UNIVERSITY ST,,BP REINSTATED,2014-08-06T00:00:00,-1,,201407302512,1 FAMILY DWELLING,,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D9,,South Central,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7261487657', 'longitude': '-122.414179389', 'needs_recoding': False}"
Resident,APN 1901012,1659 42ND AV,,CONSTRUCTION,2015-07-24T00:00:00,-1,,201408073330,2 FAMILY DWELLING,,LEGALIZE GROUND FLOOR AREA AS 2ND UNIT  W/KITCHEN. REMOVE STAIRS & ADD HALLWAY PER PLAN.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7557675516', 'longitude': '-122.501628561', 'needs_recoding': False}"
Resident,APN 1879001A,1507 33RD AV,,BP ISSUED,2015-05-15T00:00:00,-1,,201409297547,2 FAMILY DWELLING,,LEGALIZE KITCHEN AREA INSTALL UPGRADE 50 AMP FOR STOVE 2 GFCI OUTLET AND HOOD VENT TO EXTERIOR,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7589449501', 'longitude': '-122.492137053', 'needs_recoding': False}"
Resident,APN 1842011,1455 11TH AV,,BP FILED,2014-07-07T00:00:00,0,,201407070583,1 FAMILY DWELLING,,REAR BLDG. LEGALIZE COTTAGE AS A SEPARATE SINGLE FAMILY DWELLING. REMOVE ONE INTERIOR DEMISHING WALL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D7,,Inner Sunset,Inner Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7610326748', 'longitude': '-122.468576907', 'needs_recoding': False}"
Resident,APN 6489035,336 HANOVER ST,,BP FILED,2014-08-06T00:00:00,0,,201408063130,2 FAMILY DWELLING,,"LEGALIZE DWELLING UNIT, INSTALLED WITHOUT PERMIT PER ORDINANCE NO. 4314. CONVERT LAUNDRY AREA TO KIT",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D11,,South Central,Crocker Amazon,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.709226478', 'longitude': '-122.443649886', 'needs_recoding': False}"
Resident,APN 3191004,645 FAXON AV,,BP ISSUED,2015-05-20T00:00:00,-1,,201408184086,2 FAMILY DWELLING,,LEGALIZE IN LAW UNIT PER ORDINANCE 43-14 ON 1ST FLOOR PER PLAN. LEGALIZE KITCHEN ON 1ST FLOOR PER PL,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D7,,Ingleside,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",28-X,"{'latitude': '37.725345945', 'longitude': '-122.460147513', 'needs_recoding': False}"
